cracked boom,PhysicalObject/HoldingObject/StructuralSupportingObject,boom,cracks
repair cracks in boom,PhysicalObject/HoldingObject/StructuralSupportingObject,boom,cracks
headboard has a crack,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,crack
crack in headboard,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,crack
headboard is cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,crack
repair cracked headboard,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,crack
headboard crack found,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,crack
compressor bearing is noisy,PhysicalObject/HoldingObject/JointingObject,compressor bearing,noisy
noisy compressor bearing,PhysicalObject/HoldingObject/JointingObject,compressor bearing,noisy
compressor bearing making noise,PhysicalObject/HoldingObject/JointingObject,compressor bearing,noisy
compressor bearing has noise,PhysicalObject/HoldingObject/JointingObject,compressor bearing,noisy
repair noisy compressor bearing,PhysicalObject/HoldingObject/JointingObject,compressor bearing,noisy
drag roller bearing is noisy,PhysicalObject/HoldingObject/JointingObject,drag roller bearing,noisy
noisy drag roller bearing,PhysicalObject/HoldingObject/JointingObject,drag roller bearing,noisy
drag roller bearing making noise,PhysicalObject/HoldingObject/JointingObject,drag roller bearing,noisy
drag roller bearing has noise,PhysicalObject/HoldingObject/JointingObject,drag roller bearing,noisy
replace noisy drag roller bearing,PhysicalObject/HoldingObject/JointingObject,drag roller bearing,noisy
fuel cooler mounts have cracks,PhysicalObject/HoldingObject/StructuralSupportingObject,fuel cooler mounts,cracks
cracks in fuel cooler mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fuel cooler mounts,cracks
fuel cooler mounts are cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,fuel cooler mounts,cracks
cracked fuel cooler mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fuel cooler mounts,cracks
repair cracks in fuel cooler mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fuel cooler mounts,cracks
rock deflector has a crack,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,rock deflector,crack
crack in rock deflector,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,rock deflector,crack
rock deflector is cracked,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,rock deflector,crack
repair crack in rock deflector,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,rock deflector,crack
cracked rock deflector needs repair,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,rock deflector,crack
window frame has a crack,PhysicalObject/HoldingObject/FramingObject,window frame,crack
crack in window frame,PhysicalObject/HoldingObject/FramingObject,window frame,crack
window frame is cracked,PhysicalObject/HoldingObject/FramingObject,window frame,crack
repair crack in window frame,PhysicalObject/HoldingObject/FramingObject,window frame,crack
cracked window frame needs repair,PhysicalObject/HoldingObject/FramingObject,window frame,crack
cross braces have cracks,PhysicalObject/HoldingObject/ReinforcingObject,cross braces,cracks
cracks in cross braces,PhysicalObject/HoldingObject/ReinforcingObject,cross braces,cracks
cross braces cracked,PhysicalObject/HoldingObject/ReinforcingObject,cross braces,cracks
repair cracks in cross braces,PhysicalObject/HoldingObject/ReinforcingObject,cross braces,cracks
cracked cross braces need repair,PhysicalObject/HoldingObject/ReinforcingObject,cross braces,cracks
braces have cracks,PhysicalObject,braces,cracks
cracks in braces,PhysicalObject,braces,cracks
cracked braces,PhysicalObject,braces,cracks
repair cracks in braces,PhysicalObject,braces,cracks
replace cracked braces,PhysicalObject,braces,cracks
dirt chute has cracks,PhysicalObject/GuidingObject/SolidMatterGuidingObject,dirt chute,cracks
cracks found in dirt chute,PhysicalObject/GuidingObject/SolidMatterGuidingObject,dirt chute,cracks
cracked dirt chute,PhysicalObject/GuidingObject/SolidMatterGuidingObject,dirt chute,cracks
dirt chute cracking,PhysicalObject/GuidingObject/SolidMatterGuidingObject,dirt chute,cracks
repair cracks on dirt chute,PhysicalObject/GuidingObject/SolidMatterGuidingObject,dirt chute,cracks
cabin mounts have cracks,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin mounts,cracks
cracks in cabin mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin mounts,cracks
cabin mounts cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin mounts,cracks
cracked cabin mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin mounts,cracks
repair cracks in cabin mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin mounts,cracks
roller bearing is noisy,PhysicalObject/HoldingObject/JointingObject,roller bearing,noisy
noisy roller bearing,PhysicalObject/HoldingObject/JointingObject,roller bearing,noisy
roller bearing making noise,PhysicalObject/HoldingObject/JointingObject,roller bearing,noisy
noise from roller bearing,PhysicalObject/HoldingObject/JointingObject,roller bearing,noisy
roller bearing producing noise,PhysicalObject/HoldingObject/JointingObject,roller bearing,noisy
blade liner has a crack,PhysicalObject/ProtectingObject/WearProtectingObject,blade liner,crack
crack found in blade liner,PhysicalObject/ProtectingObject/WearProtectingObject,blade liner,crack
cracked blade liner,PhysicalObject/ProtectingObject/WearProtectingObject,blade liner,crack
repair crack in blade liner,PhysicalObject/ProtectingObject/WearProtectingObject,blade liner,crack
blade liner crack detected,PhysicalObject/ProtectingObject/WearProtectingObject,blade liner,crack
boom chord has a crack,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
crack found in boom chord,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
boom chord is cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
cracked boom chord,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
repair crack in boom chord,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
equalizer bar bearing is noisy,PhysicalObject/HoldingObject/JointingObject,equalizer bar bearing,noisy
noisy equalizer bar bearing,PhysicalObject/HoldingObject/JointingObject,equalizer bar bearing,noisy
equalizer bar bearing making noise,PhysicalObject/HoldingObject/JointingObject,equalizer bar bearing,noisy
equalizer bar bearing has noise,PhysicalObject/HoldingObject/JointingObject,equalizer bar bearing,noisy
repair noisy equalizer bar bearing,PhysicalObject/HoldingObject/JointingObject,equalizer bar bearing,noisy
jockey pulley bearing is noisy,PhysicalObject/HoldingObject/JointingObject,jockey pulley bearing,noisy
noisy jockey pulley bearing,PhysicalObject/HoldingObject/JointingObject,jockey pulley bearing,noisy
jockey pulley bearing making noise,PhysicalObject/HoldingObject/JointingObject,jockey pulley bearing,noisy
noise from jockey pulley bearing,PhysicalObject/HoldingObject/JointingObject,jockey pulley bearing,noisy
jockey pulley bearing has noise,PhysicalObject/HoldingObject/JointingObject,jockey pulley bearing,noisy
boom foot has a crack,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
crack in boom foot,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
boom foot cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
repair crack in boom foot,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
cracked boom foot,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
bucket has cracks,PhysicalObject,bucket,cracks
cracks in bucket,PhysicalObject,bucket,cracks
bucket is cracked,PhysicalObject,bucket,cracks
repair cracks on bucket,PhysicalObject,bucket,cracks
cracked bucket needs repair,PhysicalObject,bucket,cracks
fire suppression mounts have cracks,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
cracks in fire suppression mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
fire suppression mounts cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
cracked fire suppression mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
repair cracks on fire suppression mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
cabin door frame has a hole,PhysicalObject/HoldingObject/FramingObject,cabin door frame,hole
hole in cabin door frame,PhysicalObject/HoldingObject/FramingObject,cabin door frame,hole
cabin door frame with hole,PhysicalObject/HoldingObject/FramingObject,cabin door frame,hole
cabin door frame needs hole repair,PhysicalObject/HoldingObject/FramingObject,cabin door frame,hole
repair hole in cabin door frame,PhysicalObject/HoldingObject/FramingObject,cabin door frame,hole
handrail has cracks,PhysicalObject/ProtectingObject/PreventiveProtectingObject,handrail,cracks
cracks found in handrail,PhysicalObject/ProtectingObject/PreventiveProtectingObject,handrail,cracks
handrail cracked,PhysicalObject/ProtectingObject/PreventiveProtectingObject,handrail,cracks
repair cracks in handrail,PhysicalObject/ProtectingObject/PreventiveProtectingObject,handrail,cracks
handrail needs crack repair,PhysicalObject/ProtectingObject/PreventiveProtectingObject,handrail,cracks
window has a crack,PhysicalObject,window,crack
crack in window,PhysicalObject,window,crack
window is cracked,PhysicalObject,window,crack
cracked window,PhysicalObject,window,crack
repair crack in window,PhysicalObject,window,crack
door frame has a hole,PhysicalObject/HoldingObject/FramingObject,door frame,hole
hole in door frame,PhysicalObject/HoldingObject/FramingObject,door frame,hole
door frame with hole,PhysicalObject/HoldingObject/FramingObject,door frame,hole
repair hole in door frame,PhysicalObject/HoldingObject/FramingObject,door frame,hole
door frame contains hole,PhysicalObject/HoldingObject/FramingObject,door frame,hole
fuel tank has a crack,PhysicalObject/StoringObject/EnclosedStationaryStoringObject,fuel tank,crack
crack found in fuel tank,PhysicalObject/StoringObject/EnclosedStationaryStoringObject,fuel tank,crack
fuel tank crack,PhysicalObject/StoringObject/EnclosedStationaryStoringObject,fuel tank,crack
repair crack in fuel tank,PhysicalObject/StoringObject/EnclosedStationaryStoringObject,fuel tank,crack
cracked fuel tank,PhysicalObject/StoringObject/EnclosedStationaryStoringObject,fuel tank,crack
engine pump is leaking,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,engine pump,leaking
leaking engine pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,engine pump,leaking
engine pump has a leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,engine pump,leaking
replace leaking engine pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,engine pump,leaking
engine pump leaking oil,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,engine pump,leaking
brake hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake hose,leak
brake hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake hose,leak
leak in brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake hose,leak
replace leaking brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake hose,leak
brake hose leak detected,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake hose,leak
bucket cylinder hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,bucket cylinder hose,leaking
leaking bucket cylinder hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,bucket cylinder hose,leaking
bucket cylinder hose has leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,bucket cylinder hose,leaking
replace leaking bucket cylinder hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,bucket cylinder hose,leaking
bucket cylinder hose leaking issue,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,bucket cylinder hose,leaking
accumulator has a leak,PhysicalObject/StoringObject/MechanicalEnergyStoringObject,accumulator,leak
leak found in accumulator,PhysicalObject/StoringObject/MechanicalEnergyStoringObject,accumulator,leak
accumulator is leaking,PhysicalObject/StoringObject/MechanicalEnergyStoringObject,accumulator,leak
replace leaking accumulator,PhysicalObject/StoringObject/MechanicalEnergyStoringObject,accumulator,leak
repair leak in accumulator,PhysicalObject/StoringObject/MechanicalEnergyStoringObject,accumulator,leak
roof heater taps are leaking,PhysicalObject/ControllingObject/SealedFluidVaryingObject,roof heater taps,leaking
leaking roof heater taps,PhysicalObject/ControllingObject/SealedFluidVaryingObject,roof heater taps,leaking
roof heater taps leaking water,PhysicalObject/ControllingObject/SealedFluidVaryingObject,roof heater taps,leaking
replace leaking roof heater taps,PhysicalObject/ControllingObject/SealedFluidVaryingObject,roof heater taps,leaking
repair leaking roof heater taps,PhysicalObject/ControllingObject/SealedFluidVaryingObject,roof heater taps,leaking
air tank safety valve is leaking,PhysicalObject/ProtectingObject/PressureProtectingObject,air tank safety valve,leaking
leaking air tank safety valve,PhysicalObject/ProtectingObject/PressureProtectingObject,air tank safety valve,leaking
air tank safety valve leaking,PhysicalObject/ProtectingObject/PressureProtectingObject,air tank safety valve,leaking
replace leaking air tank safety valve,PhysicalObject/ProtectingObject/PressureProtectingObject,air tank safety valve,leaking
air tank safety valve has leak,PhysicalObject/ProtectingObject/PressureProtectingObject,air tank safety valve,leaking
drag motor hoses are leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag motor hoses,leaking
leaking drag motor hoses,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag motor hoses,leaking
drag motor hoses leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag motor hoses,leaking
replace leaking drag motor hoses,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag motor hoses,leaking
leak found in drag motor hoses,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag motor hoses,leaking
walk motor brake pump has a leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
walk motor brake pump leaking,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
leak in walk motor brake pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
replace leaking walk motor brake pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
walk motor brake pump needs repair for leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,walk motor brake pump,leak
brake filter hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,leaking
brake filter hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,leaking
leaking brake filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,leaking
replace leaking brake filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,leaking
repair leaking brake filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,leaking
drag rope pump hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,leak
drag rope pump hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,leak
leak in drag rope pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,leak
drag rope pump hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,leak
replace leaking drag rope pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,leak
engine has leaks,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
engine leaks present,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
leaking engine,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
engine is leaking,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
repair leaks in engine,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
drag rope pump has a leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leak
leak found in drag rope pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leak
drag rope pump leaking,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leak
repair leak in drag rope pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leak
drag rope pump leak needs fixing,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leak
brake pump hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leaking
brake pump hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leaking
leaking brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leaking
replace leaking brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leaking
leak in brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leaking
operator cabin air conditioner accessory drive leaking,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,operator cabin air conditioner accessory drive,leaking
leaking operator cabin air conditioner accessory drive,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,operator cabin air conditioner accessory drive,leaking
operator cabin air conditioner leaking,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,operator cabin air conditioner accessory drive,leaking
accessory drive leaking in operator cabin air conditioner,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,operator cabin air conditioner accessory drive,leaking
air conditioner accessory drive is leaking,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,operator cabin air conditioner accessory drive,leaking
brake pump hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leak
leak in brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leak
brake pump hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leak
replace leaking brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leak
fix leak in brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leak
cooler pump hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leaking
cooler pump hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leaking
leaking cooler pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leaking
replace leaking cooler pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leaking
cooler pump hose needs replacing due leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leaking
engine pump hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,leaking
leaking engine pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,leaking
engine pump hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,leaking
replace leaking engine pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,leaking
engine pump hose has leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,leaking
hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak
leak in hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak
hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak
replace leaking hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak
hose leak found,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak
motor hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,leaking
leaking motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,leaking
motor hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,leaking
replace leaking motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,leaking
motor hose leaking needs replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,leaking
cabin air conditioner drive is leaking,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,cabin air conditioner drive,leaking
leaking cabin air conditioner drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,cabin air conditioner drive,leaking
cabin air conditioner drive leaking,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,cabin air conditioner drive,leaking
cabin air conditioner drive has leak,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,cabin air conditioner drive,leaking
replace leaking cabin air conditioner drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,cabin air conditioner drive,leaking
charge hose is leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,charge hose,leaking
leaking charge hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,charge hose,leaking
charge hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,charge hose,leaking
replace leaking charge hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,charge hose,leaking
charge hose leaking needs replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,charge hose,leaking
pump drive is leaking,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,pump drive,leaking
leaking pump drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,pump drive,leaking
pump drive leaking fluid,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,pump drive,leaking
pump drive has a leak,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,pump drive,leaking
replace leaking pump drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,pump drive,leaking
tank has a leak,PhysicalObject,tank,leak
leak found in tank,PhysicalObject,tank,leak
tank leaking,PhysicalObject,tank,leak
replace leaking tank,PhysicalObject,tank,leak
repair leak in tank,PhysicalObject,tank,leak
steering pump drive is leaking,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,steering pump drive,leaking
leaking steering pump drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,steering pump drive,leaking
steering pump drive leaking,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,steering pump drive,leaking
replace leaking steering pump drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,steering pump drive,leaking
adjust leaking steering pump drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,steering pump drive,leaking
pressure compensator is weeping,PhysicalObject/ProtectingObject/PressureProtectingObject,pressure compensator,weeping
weeping pressure compensator,PhysicalObject/ProtectingObject/PressureProtectingObject,pressure compensator,weeping
pressure compensator has weeping,PhysicalObject/ProtectingObject/PressureProtectingObject,pressure compensator,weeping
replace weeping pressure compensator,PhysicalObject/ProtectingObject/PressureProtectingObject,pressure compensator,weeping
pressure compensator weeping issue,PhysicalObject/ProtectingObject/PressureProtectingObject,pressure compensator,weeping
air conditioner fan pump has a leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,air conditioner fan pump,leak
air conditioner fan pump leaking,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,air conditioner fan pump,leak
leak in air conditioner fan pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,air conditioner fan pump,leak
air conditioner fan pump leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,air conditioner fan pump,leak
replace leaking air conditioner fan pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,air conditioner fan pump,leak
centrifuge filter is leaking,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
leaking centrifuge filter,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
centrifuge filter has a leak,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
replace leaking centrifuge filter,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
centrifuge filter leaking needs replacement,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
cooler fan hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,leak
leak in cooler fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,leak
cooler fan hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,leak
replace leaking cooler fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,leak
cooler fan hose needs repair for leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,leak
pilot valve solenoid has a leak,PhysicalObject/DrivingObject/ElectromagneticLinearDrivingObject,pilot valve solenoid,leak
leak in pilot valve solenoid,PhysicalObject/DrivingObject/ElectromagneticLinearDrivingObject,pilot valve solenoid,leak
pilot valve solenoid leaking,PhysicalObject/DrivingObject/ElectromagneticLinearDrivingObject,pilot valve solenoid,leak
replace leaking pilot valve solenoid,PhysicalObject/DrivingObject/ElectromagneticLinearDrivingObject,pilot valve solenoid,leak
pilot valve solenoid is leaking,PhysicalObject/DrivingObject/ElectromagneticLinearDrivingObject,pilot valve solenoid,leak
head pulley shaft input seal leaking,PhysicalObject/CoveringObject/InfillingObject,head pulley shaft input seal,leaking
leaking head pulley shaft input seal,PhysicalObject/CoveringObject/InfillingObject,head pulley shaft input seal,leaking
head pulley shaft input seal is leaking,PhysicalObject/CoveringObject/InfillingObject,head pulley shaft input seal,leaking
replace leaking head pulley shaft input seal,PhysicalObject/CoveringObject/InfillingObject,head pulley shaft input seal,leaking
repair leaking head pulley shaft input seal,PhysicalObject/CoveringObject/InfillingObject,head pulley shaft input seal,leaking
control valve is falling off,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,falling off
control valve falling off,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,falling off
control valve has fallen off,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,falling off
